"SRR1071359"	"SRR1083776"	"SRR811938"	"SRR1082520"	"SRR1074140"	"SRR1076584"	"SRR1101693"
"ENSG00000183324.10"	3	4	1	3	1	2	1
"ENSG00000183336.8"	335	463	459	386	304	432	319
"ENSG00000183337.16"	1153	1264	1989	1384	1679	680	1464
"ENSG00000183340.6"	787	318	530	305	310	575	257
"ENSG00000183346.6"	805	36	89	13	17	350	10
"ENSG00000183347.14"	48	15	5	12	12	15	11
"ENSG00000183354.11"	1252	1261	1739	1456	1363	1224	727
"ENSG00000183378.11"	20	4	2	4	29	19	21
"ENSG00000183379.8"	8	5	38	20	15	7	3
"ENSG00000183385.9"	0	0	0	0	0	0	0
"ENSG00000183386.9"	432	2042	2957	1145	1626	693	1294
"ENSG00000183389.4"	0	0	0	0	0	1	0
"ENSG00000183395.4"	16	7	18	4	4	12	9
"ENSG00000183396.3"	2	3	7	3	5	0	2
"ENSG00000183397.5"	580	173	287	97	214	325	99
"ENSG00000183401.11"	1794	1842	1430	1148	1473	1183	947
"ENSG00000183421.11"	1330	111	23	51	141	416	103
"ENSG00000183423.11"	64	23	39	35	15	60	26
"ENSG00000183426.16"	5761	4300	8188	4796	6048	5748	3993
"ENSG00000183431.11"	1635	2333	4433	2030	2322	1816	1735
"ENSG00000183432.6"	0	0	0	0	0	2	0
"ENSG00000183434.9"	0	0	0	4	1	0	0
"ENSG00000183439.7"	29	28	32	18	22	21	15
"ENSG00000183444.10"	203	154	117	68	113	91	132
"ENSG00000183454.15"	199	46	109	72	17	385	34
"ENSG00000183458.13"	5580	4137	7650	4754	6051	4715	3827
"ENSG00000183463.5"	0	0	0	0	0	2	1
"ENSG00000183470.9"	0	0	0	0	0	0	0
"ENSG00000183474.15"	534	488	625	624	354	555	368
"ENSG00000183475.12"	396	484	988	507	495	493	291
"ENSG00000183476.12"	18	58	42	30	39	25	26
"ENSG00000183479.12"	358	695	1256	1000	570	529	724
"ENSG00000183484.11"	443	59	72	127	64	197	121
"ENSG00000183486.12"	393	502	744	877	366	446	1309
"ENSG00000183495.13"	4674	2907	4132	2755	3431	3444	2134
"ENSG00000183496.5"	109	159	211	186	103	81	62
"ENSG00000183506.16"	2126	1822	1483	1028	2738	2585	1026
"ENSG00000183508.4"	425	475	880	772	277	247	204
"ENSG00000183513.8"	1160	1034	1967	979	1125	1027	562
"ENSG00000183514.4"	0	0	0	0	0	0	0
"ENSG00000183520.11"	479	1050	1380	903	719	676	994
"ENSG00000183527.11"	398	628	846	351	487	400	433
"ENSG00000183530.13"	1451	1055	1852	1284	1093	1318	795
"ENSG00000183535.9"	13	6	6	6	4	7	6
"ENSG00000183542.5"	50	32	11	12	16	14	7
"ENSG00000183549.10"	56	106	367	187	76	37	101
"ENSG00000183559.11"	0	0	0	0	0	1	0
"ENSG00000183560.9"	0	0	2	4	0	2	0
"ENSG00000183562.3"	9	5	11	4	15	11	5
"ENSG00000183566.10"	0	0	0	0	0	0	0
"ENSG00000183569.17"	728	399	402	386	616	545	184
"ENSG00000183570.16"	44	232	482	137	296	164	687
"ENSG00000183571.10"	4	9	15	1	1	4	1
"ENSG00000183576.12"	2556	1735	3584	1694	1759	1872	1395
"ENSG00000183578.6"	623	4964	3556	2051	2327	985	1860
"ENSG00000183579.15"	426	835	2091	1406	923	620	372
"ENSG00000183580.9"	868	1894	2965	2266	1299	883	1274
"ENSG00000183586.8"	1	0	2	1	0	0	1
"ENSG00000183597.15"	629	562	1119	622	600	535	699
"ENSG00000183598.3"	10	6	8	9	4	12	2
"ENSG00000183604.14"	242	372	376	510	341	351	283
"ENSG00000183605.16"	761	354	748	407	630	416	415
"ENSG00000183607.9"	9	2	2	2	8	0	0
"ENSG00000183615.5"	179	128	94	159	108	191	127
"ENSG00000183617.4"	601	763	798	476	406	367	392
"ENSG00000183621.15"	269	556	1340	687	603	304	538
"ENSG00000183624.13"	1148	1087	2550	1235	1365	873	654
"ENSG00000183625.14"	1	2	4	3	2	1	4
"ENSG00000183628.12"	118	177	787	212	193	82	116
"ENSG00000183629.13"	2	3	3	6	2	2	1
"ENSG00000183631.4"	1	3	4	5	2	1	4
"ENSG00000183632.14"	3	4	0	3	0	3	1
"ENSG00000183638.5"	8	8	17	25	9	14	7
"ENSG00000183640.5"	0	0	0	0	0	0	0
"ENSG00000183643.4"	0	0	0	0	0	0	0
"ENSG00000183644.13"	2975	139	9	43	66	1101	49
"ENSG00000183647.10"	166	111	185	101	91	89	48
"ENSG00000183648.9"	693	1208	1159	954	695	860	677
"ENSG00000183654.8"	0	2	1	0	2	2	0
"ENSG00000183655.12"	344	473	564	253	416	546	269
"ENSG00000183662.10"	3	0	17	2	2	1	1
"ENSG00000183663.6"	0	0	1	0	0	0	0
"ENSG00000183665.5"	345	309	516	283	248	298	242
"ENSG00000183666.16"	377	257	386	339	241	328	126
"ENSG00000183668.17"	0	0	0	2	1	0	0
"ENSG00000183671.12"	10	11	29	50	8	12	30
"ENSG00000183674.11"	1	0	0	0	0	1	0
"ENSG00000183682.7"	181	71	118	105	72	103	75
"ENSG00000183684.7"	683	1323	1147	785	768	736	862
"ENSG00000183688.4"	242	772	1339	788	579	259	725
"ENSG00000183690.12"	1762	131	81	106	161	943	79
"ENSG00000183691.4"	14	20	16	33	17	29	61
"ENSG00000183695.2"	0	2	1	1	3	1	0
"ENSG00000183696.13"	154	802	1082	1084	658	560	1760
"ENSG00000183704.7"	0	0	0	0	0	0	0
"ENSG00000183706.4"	0	0	0	0	0	0	0
"ENSG00000183709.7"	0	0	0	1	0	1	0
"ENSG00000183715.13"	6	31	57	35	25	13	20
"ENSG00000183718.5"	2408	1352	2035	1143	1499	2266	603
"ENSG00000183722.7"	1390	4087	10482	5949	3366	1982	4540
"ENSG00000183723.12"	2886	599	863	538	725	1155	575
"ENSG00000183726.10"	1451	2030	4589	2229	1970	1581	2028
"ENSG00000183729.3"	0	0	0	0	0	0	1
"ENSG00000183733.6"	3	1	6	3	3	0	1
"ENSG00000183734.4"	50	5	68	7	4	34	4
"ENSG00000183735.9"	693	830	1367	822	881	696	751
"ENSG00000183741.11"	1886	6565	7426	4205	5572	4020	4429
"ENSG00000183742.12"	183	59	17	17	78	93	38
"ENSG00000183747.11"	4	34	12	15	3	11	5
"ENSG00000183751.14"	1305	1496	1729	1227	1056	1098	980
"ENSG00000183753.10"	0	0	0	1	0	0	0
"ENSG00000183760.10"	0	3	3	1	2	1	3
"ENSG00000183762.12"	667	969	2103	2190	1754	1124	987
"ENSG00000183763.8"	181	56	109	55	42	99	70
"ENSG00000183765.20"	173	177	299	199	171	283	307
"ENSG00000183770.5"	618	1116	126	799	1051	1255	131
"ENSG00000183773.15"	178	21	44	44	49	169	71
"ENSG00000183775.10"	22	2	36	17	31	6	4
"ENSG00000183778.17"	291	54	82	154	201	214	30
"ENSG00000183779.6"	3220	3960	4319	2063	3245	3705	1314
"ENSG00000183780.12"	47	7	16	1	3	29	1
"ENSG00000183783.6"	4	3	5	38	11	10	15
"ENSG00000183784.6"	12	7	16	9	9	9	10
"ENSG00000183785.14"	133	191	357	238	212	161	171
"ENSG00000183791.4"	2	1	1	3	1	4	1
"ENSG00000183793.13"	942	876	2316	1942	1716	1985	713
"ENSG00000183795.8"	0	0	0	0	0	0	0
"ENSG00000183798.4"	589	682	633	741	764	620	222
"ENSG00000183801.7"	365	908	1673	1571	487	578	1010
"ENSG00000183807.7"	71	176	392	290	167	161	108
"ENSG00000183808.11"	1227	712	713	551	628	1248	368
"ENSG00000183813.6"	0	20	7	34	12	0	14
"ENSG00000183814.15"	90	93	209	129	96	103	64
"ENSG00000183822.3"	4	2	11	30	3	3	28
"ENSG00000183826.16"	1662	576	1012	526	616	825	391
"ENSG00000183828.14"	924	312	179	163	189	583	262
"ENSG00000183831.6"	338	141	10	36	13	151	23
"ENSG00000183833.16"	6856	569	801	609	903	2396	276
"ENSG00000183837.9"	572	268	62	62	154	689	66
"ENSG00000183840.6"	3018	287	10	41	77	1650	78
"ENSG00000183844.16"	593	97	10	10	53	242	46
"ENSG00000183850.13"	40	10	10	10	14	12	5
"ENSG00000183853.17"	1323	2979	5943	3298	3406	1676	3301
"ENSG00000183856.10"	18	16	5	11	11	50	138
"ENSG00000183862.5"	0	0	0	1	0	0	1
"ENSG00000183864.4"	2911	2958	7535	5546	3559	3063	2727
"ENSG00000183873.15"	18	25	41	55	32	65	33
"ENSG00000183876.8"	27	418	150	90	210	100	294
"ENSG00000183878.15"	6	2	6	2	3	1	1
"ENSG00000183888.4"	0	1	1	0	1	0	1
"ENSG00000183889.12"	5691	5009	8324	5562	6073	5936	4356
"ENSG00000183891.5"	504	396	799	341	477	348	160
"ENSG00000183908.5"	4	31	3	9	4	22	4
"ENSG00000183909.5"	0	0	0	0	0	0	0
"ENSG00000183911.7"	0	2	1	2	0	0	2
"ENSG00000183914.14"	9768	235	53	180	176	2243	144
"ENSG00000183918.15"	26	21	17	37	20	18	10
"ENSG00000183921.7"	954	44	5	15	18	363	38
"ENSG00000183929.7"	27	6	8	8	11	22	12
"ENSG00000183935.5"	148	208	252	186	141	127	188
"ENSG00000183938.5"	0	0	0	0	0	0	0
"ENSG00000183943.5"	2997	908	531	704	634	1540	644
"ENSG00000183955.12"	1334	1864	3704	1207	2601	1424	1067
"ENSG00000183960.8"	188	46	34	33	29	61	17
"ENSG00000183963.18"	4129	24687	31641	16952	27824	6754	15108
"ENSG00000183971.5"	22	8	16	17	0	45	9
"ENSG00000183977.13"	50	92	147	142	77	50	81
"ENSG00000183978.7"	1111	994	1120	625	554	783	731
"ENSG00000183979.7"	41	51	161	76	65	40	35
"ENSG00000183981.8"	0	0	0	0	0	0	0
"ENSG00000184005.10"	51	375	483	424	256	144	208
"ENSG00000184007.18"	2385	4694	6763	4735	4729	2929	4615
"ENSG00000184009.9"	40591	73246	87784	68697	46303	40600	85240
"ENSG00000184012.11"	1146	103	10	14	118	700	18
"ENSG00000184014.7"	2057	4435	6013	3483	4795	2197	3161
"ENSG00000184022.3"	1	1	0	0	0	2	1
"ENSG00000184029.9"	0	0	0	1	0	0	0
"ENSG00000184032.2"	0	0	0	0	0	0	0
"ENSG00000184033.13"	1	0	2	0	2	0	0
"ENSG00000184047.15"	866	874	1536	969	687	813	832
"ENSG00000184055.4"	1	1	1	0	0	0	0
"ENSG00000184056.14"	863	749	956	552	647	642	447
"ENSG00000184058.12"	213	235	904	739	514	282	218
"ENSG00000184060.10"	185	120	241	200	97	184	453
"ENSG00000184068.2"	272	92	197	123	129	155	99
"ENSG00000184076.13"	1010	989	1140	639	530	818	748
"ENSG00000184083.11"	636	538	758	517	450	446	356
"ENSG00000184084.7"	22	2	0	2	1	9	2
"ENSG00000184100.6"	295	359	594	332	360	252	225
"ENSG00000184106.8"	1	0	8	22	0	3	46
"ENSG00000184108.7"	0	0	0	1	0	3	0
"ENSG00000184110.14"	8225	5799	10524	4370	4357	6007	4160
"ENSG00000184111.6"	1	0	1	0	0	0	1
"ENSG00000184113.9"	1207	1775	6587	3029	2980	1035	827
"ENSG00000184115.16"	1563	358	58	139	204	1302	106
"ENSG00000184117.11"	978	817	981	774	492	879	700
"ENSG00000184139.8"	7	6	7	10	23	1	5
"ENSG00000184140.5"	0	0	1	0	0	0	0
"ENSG00000184144.10"	8	44	37	7	10	32	8
"ENSG00000184148.3"	0	0	0	0	0	1	0
"ENSG00000184154.13"	3430	1053	1383	629	705	1431	521
"ENSG00000184155.8"	0	0	0	1	0	0	0
"ENSG00000184156.15"	116	24	91	50	18	46	53
"ENSG00000184160.7"	508	990	2334	564	924	1331	938
"ENSG00000184162.14"	728	536	939	429	530	696	369
"ENSG00000184163.3"	76	51	77	51	82	53	28
"ENSG00000184164.14"	985	2198	1820	1083	1006	2322	1658
"ENSG00000184166.1"	0	0	0	0	0	0	0
"ENSG00000184178.15"	248	426	500	290	193	477	583
"ENSG00000184182.18"	395	950	1225	604	932	638	856
"ENSG00000184185.9"	64	158	277	213	128	309	175
"ENSG00000184188.6"	2	7	13	2	2	1	3
"ENSG00000184194.5"	853	780	513	474	718	1206	466
"ENSG00000184203.7"	1184	1653	3069	1902	1522	1054	1080
"ENSG00000184205.14"	3496	10699	15938	13127	15942	7055	4494
"ENSG00000184206.11"	368	263	455	332	370	284	124
"ENSG00000184207.8"	354	817	626	383	708	540	479
"ENSG00000184208.10"	719	506	1264	717	530	460	457
"ENSG00000184209.14"	878	920	1386	788	932	767	589
"ENSG00000184210.5"	4	1	2	2	1	2	0
"ENSG00000184216.12"	1789	2701	2479	1933	1746	2373	3202
"ENSG00000184220.11"	269	632	976	512	524	455	458
"ENSG00000184221.12"	2	1	7	1	0	0	4
"ENSG00000184224.3"	6	2	2	3	3	3	1
"ENSG00000184226.14"	18	158	184	180	137	78	87
"ENSG00000184227.7"	175	1095	808	398	307	197	477
"ENSG00000184232.8"	1482	2749	2214	3268	1337	3498	3164
"ENSG00000184254.16"	195	942	1881	661	2462	741	9786
"ENSG00000184258.6"	14	12	34	11	4	9	30
"ENSG00000184260.5"	23	45	32	12	10	34	13
"ENSG00000184261.4"	11	20	7	12	10	13	3
"ENSG00000184270.4"	0	0	0	2	3	3	1
"ENSG00000184271.16"	929	1216	2687	1762	1705	775	601
"ENSG00000184274.3"	1	3	7	26	4	1	5
"ENSG00000184276.2"	0	0	0	0	0	1	0
"ENSG00000184277.12"	986	1123	2122	1444	1367	965	915
"ENSG00000184281.14"	789	1467	2143	1436	1221	853	933
"ENSG00000184292.6"	677	438	315	182	742	827	706
"ENSG00000184293.7"	13	19	12	7	5	14	7
"ENSG00000184302.6"	0	0	2	0	0	0	0
"ENSG00000184303.5"	0	0	0	0	0	0	1
"ENSG00000184304.14"	255	422	1456	993	485	343	768
"ENSG00000184305.14"	197	61	24	28	28	92	29
"ENSG00000184307.13"	1131	260	111	148	197	594	246
"ENSG00000184313.19"	1548	763	1074	788	1030	1314	313
"ENSG00000184319.15"	450	390	428	212	292	300	296
"ENSG00000184321.1"	1	0	0	1	0	1	0
"ENSG00000184330.11"	1	0	0	0	1	0	0
"ENSG00000184343.10"	165	1347	1163	775	936	459	550
"ENSG00000184344.3"	0	10	6	7	2	4	21
"ENSG00000184345.4"	1	0	0	0	0	0	0
"ENSG00000184347.14"	1328	4164	10016	3998	2491	2345	8244
"ENSG00000184349.12"	267	88	387	369	116	218	294
"ENSG00000184350.9"	11	3	6	4	3	13	2
"ENSG00000184351.7"	0	0	0	0	0	1	0
"ENSG00000184357.4"	0	0	1	1	0	0	0
"ENSG00000184361.12"	30	7	1	6	5	14	3
"ENSG00000184363.9"	1513	162	13	51	174	1247	100
"ENSG00000184368.15"	337	26	20	25	45	84	3
"ENSG00000184371.13"	1450	2494	6218	3566	2052	2302	3658
"ENSG00000184374.2"	2	0	2	0	2	1	1
"ENSG00000184378.2"	64	97	109	168	52	76	48
"ENSG00000184381.18"	8233	1822	2085	1779	2436	3317	827
"ENSG00000184384.13"	1065	529	1685	998	702	692	555
"ENSG00000184385.2"	585	36	5	8	12	320	4
"ENSG00000184388.5"	1	1	1	0	0	1	0
"ENSG00000184389.9"	1	7	15	8	4	1	8
"ENSG00000184394.1"	0	0	0	0	0	0	0
"ENSG00000184402.14"	953	666	1311	955	1110	1003	564
"ENSG00000184408.9"	197	365	156	207	42	286	142
"ENSG00000184414.2"	17	5	3	2	2	5	1
"ENSG00000184423.5"	1	0	3	0	0	2	2
"ENSG00000184428.12"	606	330	810	644	404	568	444
"ENSG00000184432.9"	3419	4240	4271	2656	2921	3379	4415
"ENSG00000184434.7"	7	0	3	1	4	27	6
"ENSG00000184436.11"	1059	1327	2316	1319	1447	817	567
"ENSG00000184441.4"	2744	899	1190	755	1354	1454	500
"ENSG00000184445.11"	720	460	924	438	497	534	411
"ENSG00000184451.5"	235	331	397	278	345	279	142
"ENSG00000184454.6"	25	35	13	58	16	31	13
"ENSG00000184459.8"	2	0	10	0	0	3	0
"ENSG00000184465.15"	4682	1103	1233	1007	1848	2893	863
"ENSG00000184470.20"	1125	751	1677	838	848	680	615
"ENSG00000184471.7"	257	51	2	11	29	393	13
"ENSG00000184478.6"	0	0	0	1	0	1	0
"ENSG00000184481.16"	1222	749	2265	1740	1892	677	557
"ENSG00000184486.9"	7	8	4	4	2	2	1
"ENSG00000184489.11"	667	4628	2804	2293	2579	2999	2781
"ENSG00000184492.6"	12	5	9	6	10	7	5
"ENSG00000184497.12"	452	962	1809	1091	615	496	951
"ENSG00000184500.14"	886	1307	4411	2175	888	1294	2039
"ENSG00000184502.3"	0	0	1	0	0	0	0
"ENSG00000184507.15"	8	7	2	1	4	8	3
"ENSG00000184508.10"	524	229	273	242	150	279	193
"ENSG00000184515.10"	49	35	88	149	34	39	36
"ENSG00000184517.11"	152	339	636	394	234	204	252
"ENSG00000184523.3"	4	1	4	3	1	1	0
"ENSG00000184524.5"	3	10	24	8	4	13	6
"ENSG00000184530.8"	9	4	2	4	5	5	4
"ENSG00000184544.11"	0	1	3	0	1	1	3
"ENSG00000184545.10"	116	811	1157	3467	1235	213	882
"ENSG00000184557.4"	353	15072	26768	92029	12411	5551	29163
"ENSG00000184560.7"	2	4	3	2	2	2	0
"ENSG00000184564.8"	25	12	9	26	2	7	6
"ENSG00000184566.3"	0	0	0	0	0	2	0
"ENSG00000184571.13"	0	0	0	1	0	1	0
"ENSG00000184574.9"	195	42	53	29	41	58	97
"ENSG00000184575.11"	1342	1874	2261	1645	1554	1542	1884
"ENSG00000184584.12"	9335	4384	6142	3263	3324	5897	3195
"ENSG00000184588.17"	142	254	641	898	256	182	819
"ENSG00000184599.13"	9	0	0	3	2	4	5
"ENSG00000184601.10"	18	82	440	39	22	65	28
"ENSG00000184602.5"	500	1200	2205	1654	963	496	755
"ENSG00000184608.8"	179	2	0	2	0	72	0
"ENSG00000184611.11"	1	3	4	22	2	4	10
"ENSG00000184612.8"	19	9	30	10	14	10	13
"ENSG00000184613.10"	4276	41	54	77	61	1509	110
"ENSG00000184616.8"	16	18	32	22	13	14	11
"ENSG00000184617.10"	32	4	6	4	8	16	1
"ENSG00000184619.3"	190	60	96	87	71	107	32
"ENSG00000184624.4"	0	0	0	0	0	0	0
"ENSG00000184634.15"	3545	2191	3351	2202	3014	2275	1569
"ENSG00000184635.13"	126	130	104	89	64	54	96
"ENSG00000184640.17"	6188	13446	13987	8629	7648	5638	7337
"ENSG00000184647.10"	1	0	0	0	0	0	0
"ENSG00000184650.10"	0	0	0	1	2	1	0
"ENSG00000184659.5"	43	4	2	6	6	15	4
"ENSG00000184661.13"	9	1	6	5	3	9	8
"ENSG00000184669.7"	70	19	18	15	12	34	11
"ENSG00000184672.11"	53	54	33	37	12	7	5
"ENSG00000184675.9"	530	478	669	327	345	446	272
"ENSG00000184677.16"	2210	2524	2928	1897	3305	1845	1138
"ENSG00000184678.10"	2888	290	871	470	257	1436	628
"ENSG00000184697.6"	0	0	0	2	0	0	0
"ENSG00000184698.4"	0	1	0	1	0	0	0
"ENSG00000184702.17"	3154	1102	1954	1827	1153	3104	968
"ENSG00000184708.17"	1221	1312	2356	1084	1563	1085	696
"ENSG00000184709.7"	164	0	0	1	12	73	0
"ENSG00000184716.13"	1181	902	1116	882	914	885	585
"ENSG00000184719.11"	160	303	308	182	140	213	178
"ENSG00000184724.5"	0	0	0	0	0	0	0
"ENSG00000184730.10"	175	121	303	673	89	95	499
"ENSG00000184731.5"	635	540	894	311	490	459	997
"ENSG00000184735.6"	0	1	0	0	0	0	0
"ENSG00000184741.5"	0	0	0	0	0	0	0
"ENSG00000184743.12"	1222	3546	9476	3528	3261	2507	3569
"ENSG00000184752.12"	547	739	1143	549	544	615	485
"ENSG00000184761.7"	0	0	0	0	0	0	0
"ENSG00000184774.8"	1	4	1	1	2	7	0
"ENSG00000184785.5"	432	772	1329	578	372	373	505
"ENSG00000184786.5"	343	128	116	53	159	309	60
"ENSG00000184787.18"	4179	4729	5759	3692	4136	5442	3748
"ENSG00000184788.12"	97	67	160	74	54	68	57
"ENSG00000184789.6"	0	0	0	0	0	1	0
"ENSG00000184792.15"	226	145	150	170	182	146	101
"ENSG00000184795.9"	22	2	4	7	2	19	5
"ENSG00000184809.12"	45	6	8	49	27	39	3
"ENSG00000184811.3"	4	17	6	28	10	35	19
"ENSG00000184814.5"	0	0	0	0	0	2	0
"ENSG00000184828.9"	1219	644	709	557	293	559	442
"ENSG00000184831.13"	376	245	142	100	139	317	140
"ENSG00000184838.14"	27	191	808	117	181	60	180
"ENSG00000184840.11"	1985	2624	2988	1767	1796	2249	3397
"ENSG00000184844.6"	6	27	18	26	15	10	22
"ENSG00000184845.3"	6	30	42	28	22	17	4
"ENSG00000184856.6"	0	0	0	0	0	0	0
"ENSG00000184857.7"	336	275	512	206	231	254	141
"ENSG00000184860.9"	383	182	79	65	220	303	71
"ENSG00000184863.10"	3428	2395	5807	2633	3280	2271	1428
"ENSG00000184867.13"	1918	1519	2082	1593	1710	1967	1386
"ENSG00000184887.13"	1272	1703	2647	1461	1388	1163	1228
"ENSG00000184895.7"	0	0	0	0	0	2	0
"ENSG00000184897.5"	5246	7063	8321	5015	3538	3396	4137
"ENSG00000184898.6"	821	502	1031	371	289	428	167
"ENSG00000184900.15"	1312	2749	3704	2596	2203	1360	2401
"ENSG00000184903.9"	353	263	549	352	349	285	173
"ENSG00000184905.8"	140	885	1277	1276	1020	332	280
"ENSG00000184906.10"	5	4	4	3	3	8	5
"ENSG00000184908.17"	18	40	46	16	48	29	24
"ENSG00000184911.14"	27	16	19	47	26	28	6
"ENSG00000184916.8"	2397	1718	1280	1140	1214	1150	1327
"ENSG00000184922.13"	1096	756	1188	2319	795	1085	2443
"ENSG00000184923.12"	193	62	194	51	76	86	60
"ENSG00000184924.5"	253	192	285	182	91	137	249
"ENSG00000184925.11"	6830	1463	37	274	507	4123	752
"ENSG00000184933.4"	1	0	0	1	0	0	0
"ENSG00000184937.12"	4326	2970	4925	4188	3874	2716	2602
"ENSG00000184939.15"	1179	906	1651	1118	1068	847	493
"ENSG00000184945.13"	2	5	0	0	2	3	1
"ENSG00000184949.15"	4345	385	88	136	247	2758	186
"ENSG00000184954.4"	0	0	0	0	0	0	0
"ENSG00000184956.15"	1308	1607	54	82	541	254	667
"ENSG00000184961.5"	29	10	8	8	8	8	5
"ENSG00000184967.6"	636	807	774	520	538	686	560
"ENSG00000184979.9"	189	153	464	239	89	118	199
"ENSG00000184983.9"	567	1209	1655	814	797	721	763
"ENSG00000184984.9"	10	14	29	20	15	19	14
"ENSG00000184985.16"	47	799	810	264	282	131	858
"ENSG00000184986.10"	331	146	168	129	152	221	97
"ENSG00000184988.8"	166	240	186	238	241	221	409
"ENSG00000184990.12"	1709	2463	3153	1617	2211	1562	1229
"ENSG00000184991.2"	0	0	0	0	0	0	0
"ENSG00000184992.10"	349	149	336	174	140	298	200
"ENSG00000184995.7"	55	0	0	2	5	33	21
"ENSG00000184999.11"	2	9	3	3	0	1	0
"ENSG00000185000.10"	1659	1472	1633	1393	1436	1318	1102
"ENSG00000185002.9"	0	3	5	2	3	3	0
"ENSG00000185008.17"	3	5	18	66	4	11	4
"ENSG00000185009.12"	1307	1351	1952	1228	1067	1430	1138
"ENSG00000185010.13"	348	553	1281	1339	308	445	861
"ENSG00000185013.16"	12	11	25	4	10	16	57
"ENSG00000185015.7"	220	68	55	88	68	188	103
"ENSG00000185019.16"	511	634	1204	637	653	430	369
"ENSG00000185022.11"	420	888	5772	11303	4498	502	2516
"ENSG00000185024.16"	3471	1499	1911	1424	1661	1813	816
"ENSG00000185028.3"	6	8	0	1	1	5	1
"ENSG00000185031.6"	22	14	47	92	28	26	56
"ENSG00000185033.14"	2934	2386	3123	1578	2707	2795	1719
"ENSG00000185037.9"	0	0	0	0	0	0	0
"ENSG00000185038.14"	1	0	0	2	0	0	0
"ENSG00000185040.13"	42	13	37	27	21	24	9
"ENSG00000185041.5"	0	0	0	0	0	0	0
"ENSG00000185043.10"	5000	1663	1632	976	1543	2807	1222
"ENSG00000185046.18"	246	149	382	239	165	245	180
"ENSG00000185049.13"	1918	1139	1848	1146	1172	1413	701
"ENSG00000185052.11"	754	6012	4782	1928	3719	2201	1408
"ENSG00000185053.13"	1	2	4	7	1	0	0
"ENSG00000185055.10"	957	232	304	203	182	464	147
"ENSG00000185056.9"	2	3	0	5	0	2	0
"ENSG00000185065.6"	67	15	21	12	18	24	9
"ENSG00000185069.2"	1	0	2	1	2	3	4
"ENSG00000185070.10"	294	507	1532	1738	377	749	2128
"ENSG00000185074.7"	1	0	1	0	0	1	2
"ENSG00000185078.3"	1	3	7	3	1	2	1
"ENSG00000185085.2"	900	849	1499	686	823	815	656
"ENSG00000185087.12"	0	0	6	1	0	0	0
"ENSG00000185088.13"	1762	1441	2714	1425	1414	1454	1108
"ENSG00000185090.14"	120	57	73	57	37	113	47
"ENSG00000185100.10"	540	215	358	119	234	382	67
"ENSG00000185101.12"	1547	290	151	155	251	936	296
"ENSG00000185104.19"	1037	1363	2387	1257	1113	983	939
"ENSG00000185105.5"	2	6	3	1	4	3	2
"ENSG00000185112.5"	475	1157	2895	1270	1354	495	776
"ENSG00000185115.5"	445	513	1074	628	488	387	404
"ENSG00000185122.10"	3853	3342	5603	3007	4292	2733	2115
"ENSG00000185127.6"	616	591	896	658	516	590	764
"ENSG00000185129.5"	1003	1070	1924	1247	1122	1031	703
"ENSG00000185130.5"	2	1	3	1	1	1	0
"ENSG00000185133.13"	117	292	236	139	221	189	116
"ENSG00000185149.5"	0	1	1	3	1	1	0
"ENSG00000185155.11"	1	7	3	1	0	1	3
"ENSG00000185156.5"	76	6	5	5	3	48	5
"ENSG00000185158.12"	591	334	841	409	570	428	171
"ENSG00000185163.9"	1909	1703	2302	1676	1757	1688	1012
"ENSG00000185164.14"	1546	2269	2713	1619	1724	1874	2233
"ENSG00000185168.5"	11	35	24	19	18	29	61
"ENSG00000185176.12"	5	6	1	3	2	6	2
"ENSG00000185177.12"	0	0	2	3	0	0	1
"ENSG00000185182.14"	10	4	35	23	5	7	10
"ENSG00000185186.8"	3	6	19	25	31	5	10
"ENSG00000185187.12"	3168	1441	1529	948	1207	2099	905
"ENSG00000185189.16"	9580	6675	6395	4341	6809	4176	2722
"ENSG00000185198.11"	8	2	3	6	4	13	1
"ENSG00000185201.16"	6988	15430	17299	16362	11179	17190	18042
"ENSG00000185203.12"	28	6	0	11	5	4	1
"ENSG00000185203.12_PAR_Y"	0	0	0	0	0	0	0
"ENSG00000185215.8"	4034	6615	5899	4868	5509	5332	8355
"ENSG00000185219.16"	1567	1512	2088	1557	1793	1466	1110
"ENSG00000185220.11"	248	181	243	230	192	255	90
"ENSG00000185221.6"	0	0	1	0	0	0	0
"ENSG00000185222.7"	426	1428	2063	2285	1349	954	1598
"ENSG00000185231.4"	2	0	2	0	0	1	3
"ENSG00000185236.11"	5137	3677	5037	3519	3677	3613	2345
"ENSG00000185238.12"	554	413	617	376	385	540	356
"ENSG00000185245.7"	52	22	54	44	34	36	16
"ENSG00000185246.17"	2107	2151	2814	1833	2516	2196	1514
"ENSG00000185247.14"	1	0	0	1	0	1	0
"ENSG00000185250.15"	2059	167	133	165	156	890	108
"ENSG00000185252.18"	509	356	491	308	328	570	245
"ENSG00000185261.14"	303	62	83	82	32	168	54
"ENSG00000185262.8"	1019	535	1346	956	796	617	534
"ENSG00000185264.11"	1	3	0	2	0	1	0
"ENSG00000185267.9"	425	76	160	88	44	84	35
"ENSG00000185269.11"	56	24	0	12	22	34	17
"ENSG00000185271.7"	70	35	231	130	65	75	19
"ENSG00000185272.13"	73	103	37	106	84	86	28
"ENSG00000185274.11"	197	1438	1948	596	759	630	616
"ENSG00000185275.6"	208	15	1	7	4	78	5
"ENSG00000185278.15"	1585	691	1297	882	841	1180	488
